Genero;Idoso;Casado;Dependentes;Tempo_como_Cliente;Servico_Celular;Servico_Internet;Servico_Seguranca;Suporte_Tecnico;Servico_TV;Tipo_Contrato;Metodo_Pagamento;Pagamento_Mensal;Total_Pago;Churn
M;True;True;False;58;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;108.85;6287.25;True
F;False;True;True;35;False;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);46.35;1662.05;False
F;True;False;False;16;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;84.75;1350.15;True
M;False;True;True;45;True;DSL;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);78.75;3600.65;False
F;False;False;False;17;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;83.55;1329.15;False
F;False;True;True;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;45.7;45.7;True
M;False;False;False;22;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.6;422.5;False
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.95;69.95;True
M;False;True;True;67;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;67.85;4627.65;False
F;False;True;True;67;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);105.65;6717.9;False
F;False;True;False;2;False;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;44.6;97.1;True
M;False;False;False;23;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;74.95;1710.45;True
F;True;False;False;9;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.5;637.4;False
F;False;False;False;5;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.15;117.95;False
M;False;False;False;54;False;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);45.2;2460.55;False
F;False;False;False;57;True;FIBER OPTIC;False;False;True;TWO YEAR;ELECTRONIC CHECK;95.25;5464.65;True
M;False;False;False;24;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;89.85;2165.05;True
F;False;True;True;49;True;FIBER OPTIC;False;False;True;ONE YEAR;MAILED CHECK;100.45;4941.8;True
M;False;False;False;5;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;47.15;223.15;True
M;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.2;181.1;True
F;False;False;True;4;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;MAILED CHECK;87.1;341.45;True
M;False;True;True;70;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);79.25;5731.85;False
M;False;False;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.9;357.75;True
M;False;True;True;53;True;DSL;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.7;4616.1;False
F;False;True;False;47;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;98.75;4533.7;True
F;False;False;True;31;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.1;589.25;False
M;False;True;True;13;True;DSL;False;True;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);61.8;750.1;False
F;False;True;True;28;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;49.9;1410.25;False
F;False;False;False;10;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;86.45;830.85;True
M;False;True;False;38;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.4;743.5;False
F;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.3;45.3;True
M;False;True;False;67;True;FIBER OPTIC;False;False;True;ONE YEAR;ELECTRONIC CHECK;104.1;7040.85;True
M;False;True;False;52;True;DSL;True;False;True;ONE YEAR;MAILED CHECK;75.4;3865.45;False
M;False;True;True;62;True;FIBER OPTIC;True;True;True;TWO YEAR;MAILED CHECK;108.15;6825.65;False
F;False;False;False;16;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;86.25;1340.1;False
F;True;True;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;81.0;371.65;True
M;False;False;False;12;True;FIBER OPTIC;False;False;True;ONE YEAR;ELECTRONIC CHECK;95.7;1184.0;False
F;False;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);116.85;8477.7;False
M;True;False;False;71;True;FIBER OPTIC;False;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);105.75;7382.85;False
F;False;True;False;24;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.15;456.85;False
F;False;False;False;15;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.6;331.6;False
M;False;True;False;67;True;FIBER OPTIC;True;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);90.6;6056.15;True
M;False;False;True;2;True;DSL;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);60.95;134.6;False
F;False;True;True;5;False;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;25.05;125.5;False
F;False;True;False;15;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;88.15;1390.6;True
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.2;20.2;True
M;False;True;True;41;True;DSL;True;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.3;2511.3;False
F;False;False;True;43;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;63.95;2737.05;False
M;True;True;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;74.3;74.3;False
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;70.6;70.6;False
F;False;True;True;26;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;90.8;2361.8;True
M;False;False;False;22;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;79.35;1730.35;True
M;False;True;False;71;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);90.55;6404.0;False
M;False;False;False;7;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.45;165.35;False
F;True;False;False;28;True;DSL;False;True;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);64.45;1867.6;False
M;True;False;False;16;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.65;1043.3;False
M;False;False;False;7;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.5;128.6;False
F;False;False;False;69;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);110.5;7455.45;False
F;False;False;True;1;False;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;24.7;24.7;False
M;False;False;False;3;True;DSL;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;77.4;206.15;False
M;True;False;False;21;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);96.8;2030.3;True
F;False;True;False;69;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.4;5869.4;False
F;False;True;False;71;False;DSL;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);47.6;3377.8;False
F;False;True;True;69;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.4;1346.2;False
F;False;False;False;48;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;103.85;4946.05;False
M;False;True;False;47;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);83.35;4065.0;True
F;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;49.4;106.55;True
M;False;False;False;45;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);108.45;4964.7;False
M;False;False;False;51;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);81.0;4085.75;False
F;False;True;False;22;True;DSL;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;79.2;1742.75;True
M;False;False;False;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);86.65;6224.8;False
M;False;True;True;37;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;92.95;3415.25;False
M;False;True;True;71;True;DSL;True;True;True;TWO YEAR;ELECTRONIC CHECK;90.35;6325.25;False
M;False;True;True;7;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;48.7;340.25;True
F;False;False;False;66;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);25.15;1683.6;False
M;False;True;True;51;True;DSL;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);76.4;3966.3;False
F;False;True;True;30;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.55;608.5;False
F;False;False;False;34;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.35;2896.6;False
M;False;True;True;64;True;NO;True;True;True;TWO YEAR;MAILED CHECK;24.8;1514.85;False
M;True;True;False;65;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);103.15;6792.45;False
M;False;False;False;47;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;MAILED CHECK;100.75;4669.2;False
F;False;False;False;1;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.6;95.6;True
F;False;False;False;49;True;DSL;True;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);59.75;2934.3;True
F;False;True;True;67;True;FIBER OPTIC;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);94.1;6302.8;False
M;False;False;True;39;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.35;779.2;False
M;False;False;False;14;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.9;283.75;False
F;True;False;False;43;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);108.15;4600.7;True
M;True;False;False;56;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;101.05;5594.0;False
F;False;False;False;14;True;DSL;False;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);59.1;772.85;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;71.35;71.35;True
M;False;True;True;16;True;DSL;True;False;False;ONE YEAR;MAILED CHECK;55.85;857.8;False
M;False;True;True;70;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;106.05;7554.05;False
M;True;True;False;72;True;DSL;True;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);84.1;5981.65;False
F;False;True;True;23;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.3;1702.9;False
M;False;False;True;21;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;24.7;467.15;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.15;20.15;True
M;False;False;True;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);69.75;69.75;True
F;True;True;False;32;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;93.2;2931.0;True
M;False;True;True;17;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;80.85;1400.85;True
F;False;False;False;4;False;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;33.65;137.85;True
F;False;False;False;36;True;DSL;False;False;False;ONE YEAR;ELECTRONIC CHECK;55.8;1941.5;False
F;False;False;False;50;False;DSL;False;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);39.7;1932.75;False
F;False;True;True;48;False;DSL;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);29.5;1423.05;False
F;False;False;True;50;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);20.15;970.85;False
M;False;True;False;72;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);79.55;5810.9;False
M;False;False;True;10;True;NO;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);24.8;223.9;False
F;False;False;False;18;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.65;391.7;False
M;False;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;79.95;79.95;True
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;19.3;19.3;True
M;False;False;False;9;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;94.05;811.65;False
M;False;False;False;2;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;MAILED CHECK;90.75;174.75;False
F;False;True;False;40;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);78.85;3126.85;False
M;False;True;False;69;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);99.5;6841.45;False
F;False;True;False;37;True;FIBER OPTIC;True;True;False;ONE YEAR;ELECTRONIC CHECK;99.2;3754.6;True
M;False;False;True;18;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.55;1406.65;False
M;True;True;False;11;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.2;834.7;False
F;False;True;False;8;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);85.2;627.4;True
F;False;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.25;242.0;True
M;False;True;True;55;True;DSL;True;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);59.45;3157.0;False
M;False;True;False;33;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;93.35;3092.0;False
F;False;False;False;46;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);44.95;2168.9;False
M;False;False;False;34;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);26.1;980.35;False
F;False;False;False;3;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;20.2;65.95;False
M;False;True;True;30;True;NO;True;True;True;TWO YEAR;MAILED CHECK;21.25;711.9;False
F;False;False;False;33;True;DSL;True;True;False;ONE YEAR;ELECTRONIC CHECK;59.4;1952.8;False
M;False;True;True;45;True;FIBER OPTIC;False;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);95.0;4368.85;False
M;False;False;False;40;True;DSL;True;True;False;MONTH-TO-MONTH;MAILED CHECK;61.9;2647.1;False
F;False;False;False;71;True;FIBER OPTIC;True;True;True;TWO YEAR;ELECTRONIC CHECK;118.65;8477.6;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;54.35;54.35;True
F;False;True;True;72;False;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);64.45;4528.0;False
F;False;True;True;22;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.15;1790.65;False
M;False;True;True;46;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);20.2;845.6;False
F;False;True;True;55;True;NO;True;True;True;TWO YEAR;MAILED CHECK;21.0;1210.3;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.45;20.45;False
F;False;False;False;12;True;DSL;False;True;True;ONE YEAR;MAILED CHECK;75.85;854.45;False
M;False;False;False;31;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.45;2429.1;False
M;False;True;False;5;False;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;24.95;100.4;True
F;False;True;True;67;True;DSL;True;False;True;TWO YEAR;ELECTRONIC CHECK;75.5;5229.45;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;44.45;44.45;False
M;False;True;False;40;False;DSL;True;False;False;ONE YEAR;ELECTRONIC CHECK;42.35;1716.45;True
M;False;True;True;41;True;DSL;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);74.55;3023.55;False
M;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.3;75.3;True
M;False;False;False;51;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;94.8;4837.6;True
M;False;True;True;42;False;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);48.15;2032.3;False
M;False;True;True;23;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.65;436.9;False
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.55;70.55;True
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.15;20.15;False
F;False;False;False;56;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);106.6;5893.95;False
M;False;False;True;15;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;91.0;1430.05;False
M;False;True;True;12;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);25.4;313.0;False
F;False;True;True;54;True;DSL;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);69.95;3871.85;False
F;False;False;False;7;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;66.85;458.1;False
F;False;True;True;33;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);86.15;2745.7;True
M;False;True;True;16;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;20.15;341.35;False
F;False;False;True;21;True;DSL;True;False;False;ONE YEAR;MAILED CHECK;64.85;1336.8;False
M;True;True;False;30;True;DSL;False;False;True;TWO YEAR;ELECTRONIC CHECK;74.85;2181.75;False
M;False;False;False;3;True;DSL;False;True;False;MONTH-TO-MONTH;MAILED CHECK;50.5;147.75;False
M;False;False;False;11;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;72.9;818.45;False
F;False;False;False;62;True;FIBER OPTIC;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);115.05;7133.45;False
M;False;False;False;18;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;19.0;348.8;False
M;False;False;True;6;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.55;128.6;False
F;False;False;False;46;True;FIBER OPTIC;False;False;True;ONE YEAR;ELECTRONIC CHECK;101.1;4674.4;False
M;False;False;False;21;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;84.1;1737.45;False
M;False;False;False;68;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.15;1498.85;False
F;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;50.1;50.1;False
F;False;True;False;25;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;74.6;1797.75;False
F;False;False;True;24;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.75;498.1;False
F;False;True;False;30;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.0;2624.25;True
F;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.55;184.1;True
M;False;True;False;51;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);106.8;5498.8;False
F;False;True;True;57;True;DSL;True;True;True;TWO YEAR;ELECTRONIC CHECK;84.5;4845.4;False
F;False;False;False;15;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);25.05;369.1;False
F;False;True;True;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);83.7;6096.9;False
F;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.8;160.75;True
M;False;True;False;28;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);96.6;2684.35;False
M;True;True;False;29;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;98.5;3004.15;True
M;False;True;True;70;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);101.1;6994.8;False
F;False;False;False;13;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.2;273.25;False
F;True;True;False;59;True;FIBER OPTIC;True;True;False;ONE YEAR;ELECTRONIC CHECK;94.05;5483.9;False
M;True;True;False;13;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.25;1233.65;True
M;True;True;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;74.4;527.9;True
F;False;True;False;62;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;81.0;4985.9;False
F;False;False;False;21;True;DSL;True;True;False;ONE YEAR;ELECTRONIC CHECK;60.25;1258.35;False
F;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;60.85;111.4;False
F;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);43.95;43.95;False
M;False;False;False;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;86.05;308.1;False
F;False;False;False;19;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.25;383.65;False
F;False;False;False;30;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.15;2555.9;True
M;False;True;True;67;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.4;1284.2;False
M;True;True;False;72;True;FIBER OPTIC;True;False;False;TWO YEAR;CREDIT CARD (AUTOMATIC);102.65;7550.3;False
M;False;True;False;53;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.9;1110.05;False
F;False;False;False;5;True;NO;True;True;True;ONE YEAR;ELECTRONIC CHECK;19.55;99.6;False
M;True;True;False;71;True;FIBER OPTIC;False;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);95.5;6707.15;False
F;False;True;True;50;True;DSL;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);84.15;4164.4;False
M;False;True;True;56;True;FIBER OPTIC;False;True;True;TWO YEAR;ELECTRONIC CHECK;103.2;5873.75;False
M;False;False;False;2;True;DSL;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);50.2;109.25;False
F;True;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;88.55;179.25;True
M;False;True;True;24;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;54.75;1338.15;True
M;False;True;True;46;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.95;862.4;False
M;False;True;False;71;True;FIBER OPTIC;True;True;True;TWO YEAR;ELECTRONIC CHECK;116.25;8564.75;False
F;False;False;False;29;False;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;31.2;926.2;False
M;False;True;True;69;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.45;1718.2;False
M;False;True;False;71;True;DSL;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);84.2;5956.85;False
F;True;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;91.3;91.3;True
M;True;True;False;56;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);85.65;4824.45;False
M;False;False;True;56;True;NO;True;True;True;ONE YEAR;MAILED CHECK;21.2;1238.65;False
M;False;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;79.5;79.5;True
F;False;True;False;28;True;NO;True;True;True;ONE YEAR;MAILED CHECK;25.55;672.2;False
F;False;True;True;19;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.2;382.2;False
M;False;True;False;66;True;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;63.85;4264.6;False
F;False;True;True;17;True;DSL;False;True;False;ONE YEAR;MAILED CHECK;61.95;1070.7;False
M;False;True;True;52;True;NO;True;True;True;TWO YEAR;MAILED CHECK;25.75;1345.85;False
F;False;False;False;19;True;DSL;False;False;True;ONE YEAR;ELECTRONIC CHECK;58.2;1045.25;False
F;False;False;False;36;True;DSL;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);85.85;3003.55;False
M;True;True;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;70.1;467.55;True
M;False;True;True;72;True;FIBER OPTIC;True;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);104.9;7537.5;False
M;False;True;True;67;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;111.3;7482.1;True
M;True;False;False;34;True;FIBER OPTIC;False;False;True;ONE YEAR;ELECTRONIC CHECK;99.85;3343.15;False
M;True;True;False;57;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.25;5427.05;True
F;False;True;False;7;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;86.25;587.1;True
F;True;True;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;100.8;100.8;True
M;False;True;False;8;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.55;161.15;False
F;False;False;False;69;True;FIBER OPTIC;False;True;True;TWO YEAR;ELECTRONIC CHECK;104.0;7028.5;False
F;False;True;False;50;True;FIBER OPTIC;True;False;True;ONE YEAR;MAILED CHECK;104.4;5232.9;False
M;False;False;False;10;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.5;225.85;False
F;False;True;True;12;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);25.25;274.7;False
F;False;False;False;14;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;86.3;1180.95;True
F;False;True;False;70;False;DSL;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);49.85;3370.2;False
F;True;False;False;64;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);108.95;7111.3;False
F;False;True;True;66;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);89.9;5958.85;False
F;False;True;True;71;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);82.0;5999.85;False
